X.1,Provinsi,Kabupaten/Kota,X.2,IKK,OTG Total,ODP Total,ODP Proses,PDP Total,PDP Proses,PDP MD,SUS T,SUS S,SUS MD,PROB T,PROB S,PROB MD,POS T,POS P,POS S,POS MD,POS IM,Tanggal Update,X.3,Luas Wilayah,Jumlah Penduduk,Penduduk/sq.km,Resolved,RI,"CFR (inc ODP, PDP,SUS,PROB)",Kematian Total per 100.000 Penduduk,Rasio Lacak Isolasi (RLI),Kasus Total per 100rb penduduk,Kasus selesai per 100rb penduduk,Kasus total (inc PDP) per 100rb penduduk,Kasus selesai (inc PDP) per 100rb penduduk,Total,Resolved1,Trace,X.4,IKK1,IKK2,IKK3,Kasus Aktif per 100.000 penduduk,X.5,X.6
7411,Sulawesi Tenggara,Kolaka Timur,Kolaka Timur,6.16,274,null,null,null,null,null,141,141,0,0,0,0,656,76,546,34,null,Tanggal,9/18/2021,3635,177667,49,88.41,83.23,5.18,19.14,0.21,369.23,326.45,369.23,326.45,43.75,12.78,0.1,0.16,1.86,4.3,6.16,42.78,null,null
7408,Sulawesi Tenggara,Kolaka Utara,Kolaka Utara,5.57,663,null,null,null,null,null,180,180,0,0,0,0,1217,44,1140,33,null,Tanggal,9/18/2021,3392,140338,41,96.38,93.67,2.71,23.51,0.15,867.19,835.84,867.19,835.84,48.49,20.44,0.12,0.2,1.86,3.71,5.57,31.35,null,null
7403,Sulawesi Tenggara,Konawe,Konawe,6.57,1038,null,null,null,null,null,274,274,0,0,0,0,1729,73,1588,68,null,Tanggal,9/18/2021,5303,264881,50,95.78,91.84,3.93,25.67,0.16,652.75,625.19,652.75,625.19,50.67,17.68,0.09,0.16,1.63,4.93,6.57,27.56,null,null
7405,Sulawesi Tenggara,Konawe Selatan,Konawe Selatan,4.43,710,null,null,null,null,null,184,184,0,0,0,0,1139,83,1021,35,null,Tanggal,9/18/2021,5780,264587,46,92.71,89.64,3.07,13.23,0.16,430.48,399.11,430.48,399.11,36.37,14.13,0.07,0.11,0.24,4.19,4.43,31.37,null,null
7410,Sulawesi Tenggara,Konawe Utara,Konawe Utara,5.45,221,null,null,null,null,null,44,44,0,0,0,0,535,8,514,13,null,Tanggal,9/18/2021,5102,51533,10,98.5,96.07,2.43,25.23,0.08,1038.17,1022.65,1038.17,1022.65,50.23,22.61,0.21,0.35,4.8,0.65,5.45,15.52,null,null
7402,Sulawesi Tenggara,Muna,Muna,5.31,1453,null,null,null,null,null,320,319,0,0,0,0,767,3,722,42,null,Tanggal,9/18/2021,2945,288406,98,99.61,94.13,5.48,14.56,0.42,265.94,264.9,265.94,264.9,38.16,11.51,0.07,0.11,1.01,4.3,5.31,1.04,null,null
7407,Sulawesi Tenggara,Wakatobi,Wakatobi,7.58,445,null,null,null,null,null,40,40,0,0,0,0,451,16,408,27,null,Tanggal,9/18/2021,560,94971,170,96.45,90.47,5.99,28.43,0.09,474.88,458.03,474.88,458.03,53.32,15.13,0.16,0.27,4.44,3.14,7.58,16.85,null,null
7172,Sulawesi Utara,Bitung,Bitung,5.05,619,null,null,null,null,null,9,null,null,2,0,null,2870,123,2691,56,null,Tanggal,9/18/2021,303,220700,729,95.71,93.76,1.95,25.37,0,1300.41,1244.68,1301.31,1244.68,50.37,24.95,0.1,0.17,0.08,4.97,5.05,55.73,null,null
7101,Sulawesi Utara,Bolaang Mongondow,Bolaang Mongondow,5.1,1119,null,null,null,null,null,3,null,null,0,0,null,806,44,726,36,null,Tanggal,9/18/2021,2872,249600,87,94.54,90.07,4.47,14.42,0,322.92,305.29,322.92,305.29,37.98,12.35,0.07,0.12,2.66,2.45,5.1,17.63,null,null
7110,Sulawesi Utara,Bolaang Mongondow Selatan,Bolaang Mongondow Selatan,4.37,363,null,null,null,null,null,0,null,null,0,0,null,380,10,360,10,null,Tanggal,9/18/2021,1616,66500,41,97.37,94.74,2.63,15.04,0,571.43,556.39,571.43,556.39,38.78,16.68,0.14,0.24,1.75,2.62,4.37,15.04,null,null
7111,Sulawesi Utara,Bolaang Mongondow Timur,Bolaang Mongondow Timur,6.35,376,null,null,null,null,null,1,null,null,0,0,null,536,6,511,19,null,Tanggal,9/18/2021,910,72600,80,98.88,95.34,3.54,26.17,0,738.29,730.03,738.29,730.03,51.16,19.11,0.18,0.3,2.6,3.75,6.35,8.26,null,null
7107,Sulawesi Utara,Bolaang Mongondow Utara,Bolaang Mongondow Utara,2.09,385,null,null,null,null,null,0,null,null,0,0,null,587,14,566,7,null,Tanggal,9/18/2021,1680,80700,48,97.61,96.42,1.19,8.67,0,727.39,710.04,727.39,710.04,29.45,18.84,0.1,0.16,0.73,1.36,2.09,17.35,null,null
7103,Sulawesi Utara,Kepulauan Sangihe,Kepulauan Sangihe,6.57,1248,null,null,null,null,null,2,null,null,0,0,null,1133,14,1081,38,null,Tanggal,9/18/2021,461,131800,286,98.76,95.41,3.35,28.83,0,859.64,849.01,859.64,849.01,53.7,20.6,0.14,0.23,3.17,3.4,6.57,10.62,null,null
7104,Sulawesi Utara,Kepulauan Talaud,Kepulauan Talaud,3.28,379,null,null,null,null,null,1,null,null,1,0,null,455,59,387,9,null,Tanggal,9/18/2021,1240,92500,75,87.03,85.05,1.97,9.73,0,491.89,428.11,492.97,428.11,31.19,14.63,0.1,0.16,0.02,3.26,3.28,63.78,null,null
7174,Sulawesi Utara,Kotamobagu,Kotamobagu,5.36,2966,null,null,null,null,null,2,null,null,0,0,null,1526,14,1478,34,null,Tanggal,9/18/2021,68,130000,1910,99.08,96.85,2.23,26.15,0,1173.85,1163.08,1173.85,1163.08,51.14,24.12,0.13,0.22,1.3,4.06,5.36,10.77,null,null
7171,Sulawesi Utara,Manado,Manado,8.82,5908,null,null,null,null,null,54,null,null,4,0,null,10029,112,9653,264,null,Tanggal,9/18/2021,157,432300,2749,98.88,96.25,2.63,61.07,0.01,2319.92,2294.01,2320.84,2294.01,78.15,33.87,0.11,0.19,-0.15,8.97,8.82,25.91,null,null
7102,Sulawesi Utara,Minahasa,Minahasa,9.36,6118,null,null,null,null,null,16,null,null,2,0,null,4147,283,3693,171,null,Tanggal,9/18/2021,1115,341500,306,93.17,89.05,4.12,50.07,0,1214.35,1131.48,1214.93,1131.48,70.76,23.79,0.11,0.19,2.38,6.98,9.36,82.87,null,null
7105,Sulawesi Utara,Minahasa Selatan,Minahasa Selatan,5.74,0,null,null,null,null,null,6,null,null,0,0,null,1719,58,1611,50,null,Tanggal,9/18/2021,1410,210400,149,96.63,93.72,2.91,23.76,0,817.02,789.45,817.02,789.45,48.75,19.87,0.1,0.17,-0.68,6.42,5.74,27.57,null,null
7109,Sulawesi Utara,Minahasa Tenggara,Minahasa Tenggara,10.75,749,null,null,null,null,null,5,null,null,0,0,null,1449,32,1349,68,null,Tanggal,9/18/2021,711,106500,150,97.79,93.1,4.69,63.85,0,1360.56,1330.52,1360.56,1330.52,79.91,25.79,0.23,0.39,3.85,6.89,10.75,30.05,null,null
7106,Sulawesi Utara,Minahasa Utara,Minahasa Utara,8.98,602,null,null,null,null,null,7,null,null,0,0,null,1464,32,1349,83,null,Tanggal,9/18/2021,918,203200,221,97.81,92.14,5.67,40.85,0,720.47,704.72,720.47,704.72,63.91,18.77,0.13,0.22,1.08,7.91,8.98,15.75,null,null
7108,Sulawesi Utara,Siau Tagulandang Biaro,Kepulauan Siau Tagulandang Biaro,11.8,522,null,null,null,null,null,0,null,null,0,0,null,431,6,385,40,null,Tanggal,9/18/2021,276,67000,243,98.61,89.33,9.28,59.7,0,643.28,634.33,643.28,634.33,77.27,17.81,0.28,0.47,2.68,9.11,11.8,8.96,null,null
7173,Sulawesi Utara,Tomohon,Tomohon,14.83,12151,null,null,null,null,null,2,null,null,2,0,null,1490,32,1349,109,null,Tanggal,9/18/2021,114,107600,942,97.84,90.54,7.31,101.3,0,1384.76,1355.02,1386.62,1355.02,100.65,26.03,0.29,0.49,3.62,11.21,14.83,29.74,null,null
1307,Sumatera Barat,Agam,Agam,7.3,null,785,null,85,null,null,39,null,null,null,null,null,7053,120,6739,194,null,Tanggal,9/18/2021,2232,476536,213,98.27,95.55,2.72,40.71,0.13,1480.06,1454.87,1497.89,1472.71,63.8,27.14,0.09,0.15,1.52,5.79,7.3,25.18,null,null
1375,Sumatera Barat,Bukittinggi,Kota Bukittinggi,9.15,null,229,null,33,null,null,216,null,null,null,null,null,4358,79,4184,95,null,Tanggal,9/18/2021,25,122395,4849,98.17,96.01,2.16,77.62,0.11,3560.6,3496.06,3587.56,3523.02,88.1,41.97,0.24,0.4,1.64,7.51,9.15,64.55,null,null
1311,Sumatera Barat,Dharmasraya,Dharmasraya,5.93,null,490,null,39,null,null,0,null,null,null,null,null,2371,148,2162,61,null,Tanggal,9/18/2021,3346,222611,67,93.72,91.19,2.53,27.4,0.22,1065.09,998.6,1082.61,1016.12,52.35,22.54,0.11,0.18,2.49,3.44,5.93,66.48,null,null
1301,Sumatera Barat,Kepulauan Mentawai,Kepulauan Mentawai,0,null,29,null,8,null,null,0,null,null,null,null,null,1590,180,1407,3,null,Tanggal,9/18/2021,6011,85156,14,88.68,88.49,0.19,3.52,0.02,1867.16,1655.78,1876.56,1665.18,18.77,28.85,0.06,0.1,0,0,0,211.38,null,null
1308,Sumatera Barat,Lima Puluh Kota,Limapuluh Kota,7.33,null,337,null,90,null,null,152,null,null,null,null,null,2874,84,2672,118,null,Tanggal,9/18/2021,3354,368602,110,96.95,92.97,3.98,32.01,0.2,779.7,756.91,804.12,781.33,56.58,19.77,0.09,0.15,3.15,4.18,7.33,22.79,null,null
1371,Sumatera Barat,Padang,Kota Padang,5.9,null,5377,null,562,null,null,221,null,null,null,null,null,41917,341,41028,548,null,Tanggal,9/18/2021,695,901305,1297,99.17,97.88,1.29,60.8,0.15,4650.7,4612.87,4713.05,4675.22,77.97,48.35,0.08,0.13,-0.57,6.47,5.9,37.83,null,null
1374,Sumatera Barat,Padang Panjang,Kota Padang Panjang,10.06,null,148,null,27,null,null,94,null,null,null,null,null,2607,79,2476,52,null,Tanggal,9/18/2021,23,50875,2212,96.95,94.98,1.97,102.21,0.1,5124.32,4969.04,5177.4,5022.11,101.1,50.11,0.43,0.71,2.4,7.66,10.06,155.28,null,null
1306,Sumatera Barat,Padang Pariaman,Padang Pariaman,7.45,null,124,null,89,null,null,0,null,null,null,null,null,2917,14,2773,130,null,Tanggal,9/18/2021,1329,405845,305,99.39,95.06,4.32,32.03,0.07,718.75,715.3,740.68,737.23,56.6,19.2,0.08,0.14,0.95,6.5,7.45,3.45,null,null
1377,Sumatera Barat,Pariaman,Kota Pariaman,7.15,null,167,null,19,null,null,0,null,null,null,null,null,1530,23,1470,37,null,Tanggal,9/18/2021,73,84594,1153,98.47,96.08,2.39,43.74,0.12,1808.64,1781.45,1831.1,1803.91,66.13,30.03,0.22,0.36,2.05,5.1,7.15,27.19,null,null
1309,Sumatera Barat,Pasaman,Pasaman,6.61,null,207,null,44,null,null,0,null,null,null,null,null,1515,68,1380,67,null,Tanggal,9/18/2021,3948,269656,68,95.39,91.09,4.3,24.85,0.17,561.83,536.61,578.14,552.93,49.85,16.63,0.09,0.15,1.44,5.17,6.61,25.22,null,null
1312,Sumatera Barat,Pasaman Barat,Pasaman Barat,8.39,null,280,null,35,null,null,0,null,null,null,null,null,2287,73,2073,141,null,Tanggal,9/18/2021,3888,409539,105,96.72,90.64,6.07,34.43,0.14,558.43,540.61,566.98,549.15,58.68,16.57,0.09,0.14,2.16,6.23,8.39,17.82,null,null
1376,Sumatera Barat,Payakumbuh,Kota Payakumbuh,6.57,null,223,null,34,null,null,0,null,null,null,null,null,2722,156,2512,54,null,Tanggal,9/18/2021,80,127615,1587,94.24,92.29,1.96,42.31,0.09,2132.98,2010.74,2159.62,2037.38,65.05,31.92,0.17,0.29,2.19,4.38,6.57,122.24,null,null
1302,Sumatera Barat,Pesisir Selatan,Pesisir Selatan,7.27,null,366,null,108,null,null,610,null,null,null,null,null,3971,157,3666,148,null,Tanggal,9/18/2021,5795,449837,78,95.95,92.32,3.63,32.9,0.27,882.76,847.86,906.77,871.87,57.36,20.88,0.08,0.14,1.8,5.47,7.27,34.9,null,null
1373,Sumatera Barat,Sawah Lunto,Kota Sawahlunto,15.99,null,91,null,18,null,null,12,null,null,null,null,null,2635,298,2243,94,null,Tanggal,9/18/2021,273,60136,220,88.67,85.12,3.54,156.31,0.05,4381.73,3886.19,4411.67,3916.12,125.02,44.25,0.48,0.81,10.31,5.69,15.99,495.54,null,null
1304,Sumatera Barat,Sijunjung,Sijunjung,6.35,null,261,null,38,null,null,9,null,null,null,null,null,2226,5,2155,66,null,Tanggal,9/18/2021,2746,222196,81,99.73,96.81,2.92,29.7,0.14,1001.82,999.57,1018.92,1016.67,54.5,22.55,0.11,0.18,1.23,5.12,6.35,2.25,null,null
1303,Sumatera Barat,Solok,Solok,7.34,null,326,null,109,null,null,185,null,null,null,null,null,3237,119,2996,122,null,Tanggal,9/18/2021,3875,363467,94,96.2,92.55,3.65,33.57,0.19,890.59,857.85,920.58,887.84,57.94,21.07,0.09,0.15,1.85,5.49,7.34,32.74,null,null
1372,Sumatera Barat,Solok City,Kota Solok,11.14,null,148,null,10,null,null,0,null,null,null,null,null,2314,62,2189,63,null,Tanggal,9/18/2021,58,65951,1144,97.31,94.6,2.71,95.53,0.07,3508.67,3414.66,3523.83,3429.82,97.74,41.41,0.36,0.6,1.76,9.38,11.14,94.01,null,null
1310,Sumatera Barat,Solok Selatan,Solok Selatan,5.22,null,165,null,41,null,null,0,null,null,null,null,null,1850,181,1630,39,null,Tanggal,9/18/2021,3209,159569,50,90.17,88.11,2.06,24.44,0.11,1159.37,1045.94,1185.07,1071.64,49.44,23.15,0.12,0.2,2.12,3.09,5.22,113.43,null,null
1305,Sumatera Barat,Tanah Datar,Tanah Datar,8.51,null,457,null,76,null,null,113,null,null,null,null,null,4504,131,4213,160,null,Tanggal,9/18/2021,1337,344692,258,97.03,93.54,3.49,46.42,0.14,1306.67,1268.67,1328.72,1290.72,68.13,25.4,0.11,0.18,2.29,6.22,8.51,38,null,null
1607,Sumatera Selatan,Banyuasin,Kabupaten Banyuasin,6.72,null,null,null,null,null,null,5040,2260,null,22,null,22,3267,67,3037,163,null,Tanggal,9/18/2021,12143,810624,67,98.58,92.96,5.62,22.82,1.55,403.02,394.76,405.74,397.47,47.77,14.1,0.05,0.08,0.85,5.87,6.72,8.27,null,null
1611,Sumatera Selatan,Empat Lawang,Kabupaten E.Lawang,7.93,null,null,null,null,null,null,497,183,null,23,null,23,375,2,339,34,null,Tanggal,9/18/2021,2556,237847,93,104.72,90.4,14.32,23.96,1.39,157.66,156.82,167.33,166.49,48.95,9.12,0.1,0.16,1.1,6.84,7.93,0.84,null,null
1604,Sumatera Selatan,Lahat,Kabupaten Lahat,8.93,null,null,null,null,null,null,1646,614,null,26,null,26,2500,29,2343,128,null,Tanggal,9/18/2021,4076,392829,96,99.82,93.72,6.1,39.2,0.67,636.41,629.03,643.03,635.65,62.61,17.83,0.1,0.16,1.37,7.55,8.93,7.38,null,null
1674,Sumatera Selatan,Lubuklinggau,Kota Lubuk Linggau,8.33,null,null,null,null,null,null,5343,3104,null,22,null,22,3041,20,2941,80,null,Tanggal,9/18/2021,420,219180,522,100.04,96.71,3.33,46.54,1.76,1387.44,1378.32,1397.48,1388.36,68.22,26.35,0.14,0.23,0.13,8.2,8.33,9.12,null,null
1603,Sumatera Selatan,Muara Enim,Kabupaten M. Enim,10.44,null,null,null,null,null,null,8211,6496,null,59,null,59,3820,29,3554,237,null,Tanggal,9/18/2021,8588,599668,70,100.67,93.04,7.63,49.36,2.16,637.02,632.18,646.86,642.02,70.26,17.92,0.09,0.14,2.18,8.26,10.44,4.84,null,null
1606,Sumatera Selatan,Musi Banyuasin,Kabupaten MUBA,6.44,null,null,null,null,null,null,2671,1057,null,0,null,0,2933,32,2762,139,null,Tanggal,9/18/2021,14477,610654,42,98.91,94.17,4.74,22.76,0.91,480.3,475.06,480.3,475.06,47.71,15.41,0.06,0.1,0.88,5.56,6.44,5.24,null,null
1605,Sumatera Selatan,Musi Rawas,Kabupaten MURA,6.02,null,null,null,null,null,null,1039,82,null,4,null,4,2421,30,2307,84,null,Tanggal,9/18/2021,6357,383927,60,98.92,95.29,3.63,22.92,0.43,630.59,622.77,631.63,623.82,47.88,17.66,0.07,0.12,1.49,4.53,6.02,7.81,null,null
1613,Sumatera Selatan,Musi Rawas Utara,Kabupaten MURATARA,9.1,null,null,null,null,null,null,1359,615,null,15,null,15,797,7,738,52,null,Tanggal,9/18/2021,5777,182552,32,100.85,92.6,8.25,36.7,1.72,436.59,432.75,444.8,440.97,60.58,14.85,0.14,0.22,1.52,7.58,9.1,3.83,null,null
1610,Sumatera Selatan,Ogan Ilir,Kabupaten Ogan Ilir,7.22,null,null,null,null,null,null,2991,1817,null,13,null,13,1262,49,1130,83,null,Tanggal,9/18/2021,2513,408703,163,97.07,89.54,7.53,23.49,2.38,308.78,296.79,311.96,299.97,48.47,12.25,0.08,0.12,1.8,5.42,7.22,11.99,null,null
1602,Sumatera Selatan,Ogan Komering Ilir,Kabupaten OKI,5.47,null,null,null,null,null,null,1042,356,null,0,null,0,789,29,667,93,null,Tanggal,9/18/2021,17058,786590,46,96.32,84.54,11.79,11.82,1.32,100.31,96.62,100.31,96.62,34.38,6.95,0.04,0.06,1.75,3.72,5.47,3.69,null,null
1601,Sumatera Selatan,Ogan Komering Ulu,Kabupaten OKU,8.93,null,null,null,null,null,null,850,187,null,3,null,3,815,4,706,105,null,Tanggal,9/18/2021,2773,349405,126,99.83,86.63,13.2,30.91,1.05,233.25,232.11,234.11,232.97,55.6,10.79,0.09,0.15,2.52,6.41,8.93,1.14,null,null
1608,Sumatera Selatan,Ogan Komering Ulu Selatan,Kabupaten OKU Selatan,7.85,null,null,null,null,null,null,1568,942,null,2,null,2,668,16,571,81,null,Tanggal,9/18/2021,5494,343681,63,97.87,85.48,12.39,24.15,2.35,194.37,189.71,194.95,190.29,49.14,9.75,0.08,0.13,1.86,5.99,7.85,4.66,null,null
1609,Sumatera Selatan,Ogan Komering Ulu Timur,Kabupaten OKU Timur,10.31,null,null,null,null,null,null,3079,1615,null,25,null,25,2509,31,2224,254,null,Tanggal,9/18/2021,3410,648810,190,99.65,88.64,11.01,43,1.24,386.71,381.93,390.56,385.78,65.58,13.89,0.08,0.13,2.74,7.57,10.31,4.78,null,null
1673,Sumatera Selatan,Pagar Alam,Kota Pagaralam,8.53,null,null,null,null,null,null,830,357,null,2,null,2,728,11,672,45,null,Tanggal,9/18/2021,570,133756,235,98.75,92.31,6.44,35.14,1.14,544.27,536.05,545.77,537.55,59.28,16.39,0.16,0.26,2.59,5.94,8.53,8.22,null,null
1671,Sumatera Selatan,Palembang,Kota Palembang,12.13,null,null,null,null,null,null,51729,25458,null,157,null,157,30221,338,28715,1168,null,Tanggal,9/18/2021,374,1578582,4220,99.38,95.02,4.36,83.94,1.72,1914.44,1893.03,1924.39,1902.97,91.62,30.85,0.07,0.12,1.22,10.91,12.13,21.41,null,null
1612,Sumatera Selatan,Penukal Abab Lematang Ilir,Kabupaten PALI,12.3,null,null,null,null,null,null,622,231,null,28,null,28,827,1,747,79,null,Tanggal,9/18/2021,1840,179334,97,102.84,90.33,12.51,59.67,0.79,461.15,460.59,476.76,476.21,77.24,15.43,0.18,0.29,1.78,10.53,12.3,0.56,null,null
1672,Sumatera Selatan,Prabumulih,Kota Prabumulih,17.06,null,null,null,null,null,null,3028,1125,null,33,null,33,2277,51,2041,185,null,Tanggal,9/18/2021,422,176900,420,99.07,89.64,9.44,123.23,1.34,1287.17,1258.34,1305.82,1276.99,111.01,25.27,0.26,0.42,3.49,13.58,17.06,28.83,null,null
1208,Sumatera Utara,Asahan,KABUPATEN ASAHAN,9.17,0,19,0,36,9,0,619,243,0,0,0,null,3063,209,2598,256,null,Tanggal,9/18/2021,3703,705734,191,93.08,84.82,8.26,36.27,0.22,434.02,404.4,439.12,408.23,60.23,14.29,0.07,0.11,3.45,5.72,9.17,29.61,null,null
1219,Sumatera Utara,Batu Bara,KABUPATEN BATU BARA,5.78,867,417,5,2,1,0,134,66,0,0,0,null,1425,54,1300,71,null,Tanggal,9/18/2021,922,400803,435,96.2,91.23,4.98,17.71,0.39,355.54,342.06,356.04,342.31,42.09,13.08,0.06,0.11,2.76,3.02,5.78,13.47,null,null
1276,Sumatera Utara,Binjai,KOTA BINJAI,10.59,0,1436,21,21,2,9,53,24,29,0,0,null,2523,135,2250,138,null,Tanggal,9/18/2021,59,264687,4472,94.96,89.18,5.78,66.49,0.6,953.2,902.2,961.14,909.38,74.52,21.32,0.15,0.25,0.82,9.77,10.59,51,null,null
1210,Sumatera Utara,Dairi,KABUPATEN DAIRI,7.56,0,0,0,5,0,0,9,6,0,0,0,null,2025,51,1884,90,null,Tanggal,9/18/2021,1928,279020,145,97.47,93.04,4.43,32.26,0.01,725.75,707.48,727.55,709.27,56.79,18.83,0.1,0.17,1.53,6.03,7.56,18.28,null,null
1212,Sumatera Utara,Deli Serdang,KABUPATEN DELI SERDANG,5.06,0,35,2,81,44,0,253,126,0,0,0,null,16345,680,15254,411,null,Tanggal,9/18/2021,2242,2029308,905,95.83,93.33,2.5,20.25,0.02,805.45,771.94,809.44,773.76,45,19.67,0.03,0.05,0.83,4.22,5.06,33.51,null,null
1278,Sumatera Utara,Gunungsitoli,KOTA GUNUNGSITOLI,4.21,3527,3038,1216,2,0,0,466,466,0,0,0,null,1201,28,1149,24,null,Tanggal,9/18/2021,281,135995,484,97.67,95.67,2,17.65,2.92,883.12,862.53,884.59,864,42.01,20.78,0.11,0.18,0.32,3.89,4.21,20.59,null,null
1215,Sumatera Utara,Humbang Hasundutan,KABUPATEN HUMBANG HASUNDUTAN,6.09,18,7,1,4,0,0,43,43,0,14,0,null,529,18,478,33,null,Tanggal,9/18/2021,2335,182991,78,96.39,90.36,6.03,18.03,0.13,289.09,279.25,298.92,281.43,42.47,11.86,0.09,0.16,2.31,3.78,6.09,9.84,null,null
1211,Sumatera Utara,Karo,KABUPATEN KARO,4.32,145,26,0,30,13,0,76,76,0,6,0,null,1979,110,1815,54,null,Tanggal,9/18/2021,2127,389591,183,94.39,91.71,2.68,13.86,0.07,507.97,479.73,517.21,484.1,37.23,15.56,0.06,0.09,-0.77,5.08,4.32,28.23,null,null
1207,Sumatera Utara,Labuhan Batu,KABUPATEN LABUHAN BATU,5.16,0,139,23,21,1,2,38,33,5,2,2,null,1770,88,1612,70,null,Tanggal,9/18/2021,2156,462191,214,95.09,91.07,4.02,16.66,0.11,382.96,363.92,387.93,368.68,39.47,13.58,0.06,0.09,1.95,3.21,5.16,19.04,null,null
1222,Sumatera Utara,Labuhan Batu Selatan,KABUPATEN LABUHAN BATU SELATAN,6.47,0,85,3,4,2,0,25,25,0,0,0,null,1083,17,1001,65,null,Tanggal,9/18/2021,3596,313884,87,98.41,92.43,5.98,20.71,0.11,345.03,339.62,346.31,340.25,45.51,13.04,0.08,0.13,2.1,4.37,6.47,5.42,null,null
1223,Sumatera Utara,Labuhan Batu Utara,KABUPATEN LABUHAN BATU UTARA,5.04,0,2,0,6,0,0,28,27,0,6,6,null,1152,81,1021,50,null,Tanggal,9/18/2021,3571,351097,98,92.92,88.63,4.3,14.24,0.04,328.11,305.04,331.53,308.46,37.74,12.42,0.06,0.1,1.47,3.57,5.04,23.07,null,null
1213,Sumatera Utara,Langkat,KABUPATEN LANGKAT,3.82,0,30,0,9,2,0,23,4,0,0,0,null,2250,22,2139,89,null,Tanggal,9/18/2021,6262,1013385,162,99.01,95.07,3.94,8.78,0.03,222.03,219.86,222.92,220.55,29.64,10.5,0.03,0.05,0.75,3.07,3.82,2.17,null,null
1202,Sumatera Utara,Mandailing Natal,KABUPATEN MANDAILING NATAL,4.62,39,23,2,2,0,0,33,32,1,2,2,null,596,-8,561,43,null,Tanggal,9/18/2021,6134,430894,70,101.29,94.13,7.17,10.21,0.1,138.32,140.17,139.25,141.1,31.59,8.4,0.05,0.08,2.34,2.28,4.62,-1.86,null,null
1275,Sumatera Utara,Medan,KOTA MEDAN,8.03,0,0,0,19071,521,459,58174,57042,953,953,953,null,46673,1313,44454,906,null,Tanggal,9/18/2021,265,2210624,8339,97.29,95.25,2.05,104.86,1.68,2111.3,2051.91,3017.11,2934.15,78.58,38.3,0.07,0.11,-0.24,8.28,8.03,59.39,null,null
1201,Sumatera Utara,Nias,KABUPATEN NIAS,1.83,0,1,0,2,0,0,10,0,0,0,0,null,186,17,165,4,null,Tanggal,9/18/2021,1843,136115,74,90.84,88.71,2.13,2.94,0.07,136.65,124.16,138.12,125.63,17.14,7.93,0.04,0.07,0.37,1.46,1.83,12.49,null,null
1225,Sumatera Utara,Nias Barat,KABUPATEN NIAS BARAT,0.44,1486,48,5,0,0,0,0,0,0,0,0,null,139,14,124,1,null,Tanggal,9/18/2021,475,84917,179,89.93,89.21,0.72,1.18,0.35,163.69,147.2,163.69,147.2,10.85,8.58,0.04,0.06,0.44,0,0.44,16.49,null,null
1214,Sumatera Utara,Nias Selatan,KABUPATEN NIAS SELATAN,0,697,837,391,0,0,0,6,2,0,1,1,null,176,21,155,0,null,Tanggal,9/18/2021,1825,308281,169,88.07,88.07,0,0,4.8,57.09,50.28,57.42,50.6,0,5.03,0,0,0,0,0,6.81,null,null
1224,Sumatera Utara,Nias Utara,KABUPATEN NIAS UTARA,0,667,1,1,0,0,0,1,0,0,0,0,null,173,19,154,0,null,Tanggal,9/18/2021,1203,133897,111,89.02,89.02,0,0,0.01,129.2,115.01,129.2,115.01,0,7.58,0,0,0,0,0,14.19,null,null
1221,Sumatera Utara,Padang Lawas,KABUPATEN PADANG LAWAS,8.07,1,114,0,1,0,0,184,178,6,8,8,null,569,237,271,61,null,Tanggal,9/18/2021,3893,258003,66,58.18,47.63,10.55,25.97,0.54,220.54,128.68,224.03,132.17,48.62,8.13,0.1,0.16,3.03,5.04,8.07,91.86,null,null
1220,Sumatera Utara,Padang Lawas Utara,KABUPATEN PADANG LAWAS UTARA,5.37,0,6,0,7,0,4,73,68,1,5,5,null,369,5,336,28,null,Tanggal,9/18/2021,3918,252589,64,99.46,91.06,8.4,13.06,0.25,146.09,144.11,150.84,148.86,35.59,8.63,0.07,0.11,1.12,4.25,5.37,1.98,null,null
1277,Sumatera Utara,Padangsidimpuan,KOTA PADANGSIDIMPUAN,6.19,0,1,1,1,0,1,8,5,0,1,1,null,1012,43,925,44,null,Tanggal,9/18/2021,115,209796,1830,95.84,91.4,4.44,21.45,0.01,482.37,461.88,483.33,462.83,46.31,15.21,0.1,0.16,0.17,6.01,6.19,20.5,null,null
1216,Sumatera Utara,Pakpak Bharat,KABUPATEN PAKPAK BHARAT,2.59,0,191,1,0,0,0,170,152,0,10,10,null,480,5,469,6,null,Tanggal,9/18/2021,1218,45516,37,98.93,97.71,1.22,13.18,0.77,1054.57,1043.59,1076.54,1065.56,36.31,23.08,0.16,0.27,0.26,2.33,2.59,10.99,null,null
1273,Sumatera Utara,Pematang Siantar,KOTA PEMATANG SIANTAR,11.33,102,4055,761,61,29,5,130,94,36,36,36,null,4649,134,4331,184,null,Tanggal,9/18/2021,56,247411,4445,97.14,93.16,3.98,90.94,0.92,1879.06,1824.9,1918.27,1852.38,87.4,30.43,0.19,0.3,7.78,3.55,11.33,54.16,null,null
1217,Sumatera Utara,Samosir,KABUPATEN SAMOSIR,6.37,0,2,0,0,0,0,3,3,0,2,0,null,1392,46,1308,38,null,Tanggal,9/18/2021,2069,123789,60,96.69,93.97,2.73,30.7,0.01,1124.49,1087.33,1126.11,1087.33,55.41,23.32,0.15,0.25,1.56,4.81,6.37,37.16,null,null
